Año;Elemento;Código Grupo de Productos;Grupo de Productos;Código Producto;Producto;Valor;Unidad
2009;Producción;1732;Cultivos oleaginosos, equivalente aceite;236;Soja;2767.0;toneladas
2009;Producción;1841;Cultivos oleaginosos, equivalente tortas;236;Soja;2767.0;toneladas
2009;Producción;1714;Cultivos Primarios;236;Soja;2767.0;toneladas
2009;Producción;1714;Cultivos Primarios;236;Soja;2767.0;toneladas
2010;Producción;1730;Cultivos Oleaginosos Pri;236;Soja;1812.0;toneladas
2010;Producción;1732;Cultivos oleaginosos, equivalente aceite;236;Soja;1812.0;toneladas
2010;Producción;1841;Cultivos oleaginosos, equivalente tortas;236;Soja;1812.0;toneladas
2010;Producción;1714;Cultivos Primarios;236;Soja;1812.0;toneladas
2010;Producción;1714;Cultivos Primarios;236;Soja;1812.0;toneladas
2011;Producción;1730;Cultivos Oleaginosos Pri;236;Soja;1740.0;toneladas
2011;Producción;1732;Cultivos oleaginosos, equivalente aceite;236;Soja;1740.0;toneladas
2011;Producción;1841;Cultivos oleaginosos, equivalente tortas;236;Soja;1740.0;toneladas
2011;Producción;1714;Cultivos Primarios;236;Soja;1740.0;toneladas
2011;Producción;1714;Cultivos Primarios;236;Soja;1740.0;toneladas
2012;Producción;1730;Cultivos Oleaginosos Pri;236;Soja;1333.0;toneladas
2012;Producción;1732;Cultivos oleaginosos, equivalente aceite;236;Soja;1333.0;toneladas
2012;Producción;1841;Cultivos oleaginosos, equivalente tortas;236;Soja;1333.0;toneladas
2012;Producción;1714;Cultivos Primarios;236;Soja;1333.0;toneladas
2012;Producción;1714;Cultivos Primarios;236;Soja;1333.0;toneladas
2013;Producción;1730;Cultivos Oleaginosos Pri;236;Soja;1400.0;toneladas
2013;Producción;1732;Cultivos oleaginosos, equivalente aceite;236;Soja;1400.0;toneladas
2013;Producción;1841;Cultivos oleaginosos, equivalente tortas;236;Soja;1400.0;toneladas
2013;Producción;1714;Cultivos Primarios;236;Soja;1400.0;toneladas
2013;Producción;1714;Cultivos Primarios;236;Soja;1400.0;toneladas
2014;Producción;1730;Cultivos Oleaginosos Pri;236;Soja;2650.0;toneladas
2014;Producción;1732;Cultivos oleaginosos, equivalente aceite;236;Soja;2650.0;toneladas
2014;Producción;1841;Cultivos oleaginosos, equivalente tortas;236;Soja;2650.0;toneladas
2014;Producción;1714;Cultivos Primarios;236;Soja;2650.0;toneladas
2014;Producción;1714;Cultivos Primarios;236;Soja;2650.0;toneladas
2015;Producción;1730;Cultivos Oleaginosos Pri;236;Soja;4106.0;toneladas
2015;Producción;1732;Cultivos oleaginosos, equivalente aceite;236;Soja;4106.0;toneladas
2015;Producción;1841;Cultivos oleaginosos, equivalente tortas;236;Soja;4106.0;toneladas
2015;Producción;1714;Cultivos Primarios;236;Soja;4106.0;toneladas
2015;Producción;1714;Cultivos Primarios;236;Soja;4106.0;toneladas
2016;Producción;1730;Cultivos Oleaginosos Pri;236;Soja;2869.0;toneladas
2016;Producción;1732;Cultivos oleaginosos, equivalente aceite;236;Soja;2869.0;toneladas
2016;Producción;1841;Cultivos oleaginosos, equivalente tortas;236;Soja;2869.0;toneladas
2016;Producción;1714;Cultivos Primarios;236;Soja;2869.0;toneladas
2016;Producción;1714;Cultivos Primarios;236;Soja;2869.0;toneladas
2017;Producción;1730;Cultivos Oleaginosos Pri;236;Soja;4599.0;toneladas
2017;Producción;1732;Cultivos oleaginosos, equivalente aceite;236;Soja;4599.0;toneladas
2017;Producción;1841;Cultivos oleaginosos, equivalente tortas;236;Soja;4599.0;toneladas
2017;Producción;1714;Cultivos Primarios;236;Soja;4599.0;toneladas
2017;Producción;1714;Cultivos Primarios;236;Soja;4599.0;toneladas
2018;Producción;1730;Cultivos Oleaginosos Pri;236;Soja;4350.0;toneladas
2018;Producción;1732;Cultivos oleaginosos, equivalente aceite;236;Soja;4350.0;toneladas
2018;Producción;1841;Cultivos oleaginosos, equivalente tortas;236;Soja;4350.0;toneladas
2018;Producción;1714;Cultivos Primarios;236;Soja;4350.0;toneladas
2018;Producción;1714;Cultivos Primarios;236;Soja;4350.0;toneladas
2000;Producción;1717;Cereales, total;83;Sorgo;41587.0;toneladas
2000;Producción;1714;Cultivos Primarios;83;Sorgo;41587.0;toneladas
2000;Producción;1714;Cultivos Primarios;83;Sorgo;41587.0;toneladas
2001;Producción;1717;Cereales, total;83;Sorgo;33084.0;toneladas
2001;Producción;1714;Cultivos Primarios;83;Sorgo;33084.0;toneladas
2001;Producción;1714;Cultivos Primarios;83;Sorgo;33084.0;toneladas
2002;Producción;1717;Cereales, total;83;Sorgo;28846.0;toneladas
2002;Producción;1714;Cultivos Primarios;83;Sorgo;28846.0;toneladas
2002;Producción;1714;Cultivos Primarios;83;Sorgo;28846.0;toneladas
2003;Producción;1717;Cereales, total;83;Sorgo;21315.0;toneladas
2003;Producción;1714;Cultivos Primarios;83;Sorgo;21315.0;toneladas
2003;Producción;1714;Cultivos Primarios;83;Sorgo;21315.0;toneladas
2004;Producción;1717;Cereales, total;83;Sorgo;24581.0;toneladas
2004;Producción;1714;Cultivos Primarios;83;Sorgo;24581.0;toneladas
2004;Producción;1714;Cultivos Primarios;83;Sorgo;24581.0;toneladas
2005;Producción;1717;Cereales, total;83;Sorgo;22119.0;toneladas
2005;Producción;1714;Cultivos Primarios;83;Sorgo;22119.0;toneladas
2005;Producción;1714;Cultivos Primarios;83;Sorgo;22119.0;toneladas
2006;Producción;1717;Cereales, total;83;Sorgo;20519.0;toneladas
2006;Producción;1714;Cultivos Primarios;83;Sorgo;20519.0;toneladas
2006;Producción;1714;Cultivos Primarios;83;Sorgo;20519.0;toneladas
2007;Producción;1717;Cereales, total;83;Sorgo;26000.0;toneladas
2007;Producción;1714;Cultivos Primarios;83;Sorgo;26000.0;toneladas
2007;Producción;1714;Cultivos Primarios;83;Sorgo;26000.0;toneladas
2008;Producción;1717;Cereales, total;83;Sorgo;22397.0;toneladas
2008;Producción;1714;Cultivos Primarios;83;Sorgo;22397.0;toneladas
2008;Producción;1714;Cultivos Primarios;83;Sorgo;22397.0;toneladas
2009;Producción;1717;Cereales, total;83;Sorgo;32782.0;toneladas
2009;Producción;1714;Cultivos Primarios;83;Sorgo;32782.0;toneladas
2009;Producción;1714;Cultivos Primarios;83;Sorgo;32782.0;toneladas
2010;Producción;1717;Cereales, total;83;Sorgo;36561.0;toneladas
2010;Producción;1714;Cultivos Primarios;83;Sorgo;36561.0;toneladas
2010;Producción;1714;Cultivos Primarios;83;Sorgo;36561.0;toneladas
2011;Producción;1717;Cereales, total;83;Sorgo;36643.0;toneladas
2011;Producción;1714;Cultivos Primarios;83;Sorgo;36643.0;toneladas
2011;Producción;1714;Cultivos Primarios;83;Sorgo;36643.0;toneladas
2012;Producción;1717;Cereales, total;83;Sorgo;27400.0;toneladas
2012;Producción;1714;Cultivos Primarios;83;Sorgo;27400.0;toneladas
2012;Producción;1714;Cultivos Primarios;83;Sorgo;27400.0;toneladas
2013;Producción;1717;Cereales, total;83;Sorgo;45100.0;toneladas
2013;Producción;1714;Cultivos Primarios;83;Sorgo;45100.0;toneladas
2013;Producción;1714;Cultivos Primarios;83;Sorgo;45100.0;toneladas
2014;Producción;1717;Cereales, total;83;Sorgo;47661.0;toneladas
2014;Producción;1714;Cultivos Primarios;83;Sorgo;47661.0;toneladas
2014;Producción;1714;Cultivos Primarios;83;Sorgo;47661.0;toneladas
2015;Producción;1717;Cereales, total;83;Sorgo;50335.0;toneladas
2015;Producción;1714;Cultivos Primarios;83;Sorgo;50335.0;toneladas
2015;Producción;1714;Cultivos Primarios;83;Sorgo;50335.0;toneladas
2016;Producción;1717;Cereales, total;83;Sorgo;36361.0;toneladas
2016;Producción;1714;Cultivos Primarios;83;Sorgo;36361.0;toneladas
2016;Producción;1714;Cultivos Primarios;83;Sorgo;36361.0;toneladas
2017;Producción;1717;Cereales, total;83;Sorgo;30138.0;toneladas
2017;Producción;1714;Cultivos Primarios;83;Sorgo;30138.0;toneladas
2017;Producción;1714;Cultivos Primarios;83;Sorgo;30138.0;toneladas
2018;Producción;1717;Cereales, total;83;Sorgo;26180.0;toneladas
2018;Producción;1714;Cultivos Primarios;83;Sorgo;26180.0;toneladas
2018;Producción;1714;Cultivos Primarios;83;Sorgo;26180.0;toneladas
2012;Producción;Ganadería procesada;Ganadería procesada;900;Suero, en polvo;18150.0;toneladas
2013;Producción;Ganadería procesada;Ganadería procesada;900;Suero, en polvo;18612.0;toneladas
2014;Producción;Ganadería procesada;Ganadería procesada;900;Suero, en polvo;19219.0;toneladas
2015;Producción;Ganadería procesada;Ganadería procesada;900;Suero, en polvo;24056.0;toneladas
2016;Producción;Ganadería procesada;Ganadería procesada;900;Suero, en polvo;25963.0;toneladas
2017;Producción;Ganadería procesada;Ganadería procesada;900;Suero, en polvo;19835.0;toneladas
2000;Producción;1714;Cultivos Primarios;826;Tabaco bruto;42908.0;toneladas
2000;Producción;1714;Cultivos Primarios;826;Tabaco bruto;42908.0;toneladas
2001;Producción;1714;Cultivos Primarios;826;Tabaco bruto;40710.0;toneladas
2001;Producción;1714;Cultivos Primarios;826;Tabaco bruto;40710.0;toneladas
2002;Producción;1714;Cultivos Primarios;826;Tabaco bruto;41525.0;toneladas
2002;Producción;1714;Cultivos Primarios;826;Tabaco bruto;41525.0;toneladas
2003;Producción;1714;Cultivos Primarios;826;Tabaco bruto;40192.0;toneladas
2003;Producción;1714;Cultivos Primarios;826;Tabaco bruto;40192.0;toneladas
2004;Producción;1714;Cultivos Primarios;826;Tabaco bruto;40596.0;toneladas
2004;Producción;1714;Cultivos Primarios;826;Tabaco bruto;40596.0;toneladas
2005;Producción;1714;Cultivos Primarios;826;Tabaco bruto;40251.0;toneladas
2005;Producción;1714;Cultivos Primarios;826;Tabaco bruto;40251.0;toneladas
2006;Producción;1714;Cultivos Primarios;826;Tabaco bruto;32563.0;toneladas
2006;Producción;1714;Cultivos Primarios;826;Tabaco bruto;32563.0;toneladas
2007;Producción;1714;Cultivos Primarios;826;Tabaco bruto;29248.0;toneladas
2007;Producción;1714;Cultivos Primarios;826;Tabaco bruto;29248.0;toneladas
2008;Producción;1714;Cultivos Primarios;826;Tabaco bruto;31127.0;toneladas
2008;Producción;1714;Cultivos Primarios;826;Tabaco bruto;31127.0;toneladas
2009;Producción;1714;Cultivos Primarios;826;Tabaco bruto;34827.0;toneladas
2009;Producción;1714;Cultivos Primarios;826;Tabaco bruto;34827.0;toneladas
2010;Producción;1714;Cultivos Primarios;826;Tabaco bruto;33410.0;toneladas
2010;Producción;1714;Cultivos Primarios;826;Tabaco bruto;33410.0;toneladas
2011;Producción;1714;Cultivos Primarios;826;Tabaco bruto;33692.0;toneladas
2011;Producción;1714;Cultivos Primarios;826;Tabaco bruto;33692.0;toneladas
2012;Producción;1714;Cultivos Primarios;826;Tabaco bruto;33200.0;toneladas
2012;Producción;1714;Cultivos Primarios;826;Tabaco bruto;33200.0;toneladas
2013;Producción;1714;Cultivos Primarios;826;Tabaco bruto;31330.0;toneladas
2013;Producción;1714;Cultivos Primarios;826;Tabaco bruto;31330.0;toneladas
2014;Producción;1714;Cultivos Primarios;826;Tabaco bruto;29140.0;toneladas
2014;Producción;1714;Cultivos Primarios;826;Tabaco bruto;29140.0;toneladas
2015;Producción;1714;Cultivos Primarios;826;Tabaco bruto;29534.0;toneladas
2015;Producción;1714;Cultivos Primarios;826;Tabaco bruto;29534.0;toneladas
2016;Producción;1714;Cultivos Primarios;826;Tabaco bruto;29238.0;toneladas
2016;Producción;1714;Cultivos Primarios;826;Tabaco bruto;29238.0;toneladas
2017;Producción;1714;Cultivos Primarios;826;Tabaco bruto;29679.0;toneladas
2017;Producción;1714;Cultivos Primarios;826;Tabaco bruto;29679.0;toneladas
2018;Producción;1714;Cultivos Primarios;826;Tabaco bruto;25980.0;toneladas
2018;Producción;1714;Cultivos Primarios;826;Tabaco bruto;25980.0;toneladas
2000;Producción;1804;Cítricos, total;495;Tangerinas, mandarinas, clementinas, satsumas;1801930.0;toneladas
2000;Producción;1714;Cultivos Primarios;495;Tangerinas, mandarinas, clementinas, satsumas;1801930.0;toneladas
2000;Producción;1714;Cultivos Primarios;495;Tangerinas, mandarinas, clementinas, satsumas;1801930.0;toneladas
2000;Producción;1738;Frutas Primaria;495;Tangerinas, mandarinas, clementinas, satsumas;1801930.0;toneladas
2001;Producción;1804;Cítricos, total;495;Tangerinas, mandarinas, clementinas, satsumas;1758332.0;toneladas
2001;Producción;1714;Cultivos Primarios;495;Tangerinas, mandarinas, clementinas, satsumas;1758332.0;toneladas
2001;Producción;1714;Cultivos Primarios;495;Tangerinas, mandarinas, clementinas, satsumas;1758332.0;toneladas
2001;Producción;1738;Frutas Primaria;495;Tangerinas, mandarinas, clementinas, satsumas;1758332.0;toneladas
2002;Producción;1804;Cítricos, total;495;Tangerinas, mandarinas, clementinas, satsumas;2068100.0;toneladas
2002;Producción;1714;Cultivos Primarios;495;Tangerinas, mandarinas, clementinas, satsumas;2068100.0;toneladas
2002;Producción;1714;Cultivos Primarios;495;Tangerinas, mandarinas, clementinas, satsumas;2068100.0;toneladas
2002;Producción;1738;Frutas Primaria;495;Tangerinas, mandarinas, clementinas, satsumas;2068100.0;toneladas
2003;Producción;1804;Cítricos, total;495;Tangerinas, mandarinas, clementinas, satsumas;2060375.0;toneladas
2003;Producción;1714;Cultivos Primarios;495;Tangerinas, mandarinas, clementinas, satsumas;2060375.0;toneladas
2003;Producción;1714;Cultivos Primarios;495;Tangerinas, mandarinas, clementinas, satsumas;2060375.0;toneladas
2003;Producción;1738;Frutas Primaria;495;Tangerinas, mandarinas, clementinas, satsumas;2060375.0;toneladas
2004;Producción;1804;Cítricos, total;495;Tangerinas, mandarinas, clementinas, satsumas;2459820.0;toneladas
2004;Producción;1714;Cultivos Primarios;495;Tangerinas, mandarinas, clementinas, satsumas;2459820.0;toneladas
2004;Producción;1714;Cultivos Primarios;495;Tangerinas, mandarinas, clementinas, satsumas;2459820.0;toneladas
2004;Producción;1738;Frutas Primaria;495;Tangerinas, mandarinas, clementinas, satsumas;2459820.0;toneladas
2005;Producción;1804;Cítricos, total;495;Tangerinas, mandarinas, clementinas, satsumas;1956923.0;toneladas
2005;Producción;1714;Cultivos Primarios;495;Tangerinas, mandarinas, clementinas, satsumas;1956923.0;toneladas
2005;Producción;1714;Cultivos Primarios;495;Tangerinas, mandarinas, clementinas, satsumas;1956923.0;toneladas
2005;Producción;1738;Frutas Primaria;495;Tangerinas, mandarinas, clementinas, satsumas;1956923.0;toneladas
2006;Producción;1804;Cítricos, total;495;Tangerinas, mandarinas, clementinas, satsumas;2508049.0;toneladas
2006;Producción;1714;Cultivos Primarios;495;Tangerinas, mandarinas, clementinas, satsumas;2508049.0;toneladas
2006;Producción;1714;Cultivos Primarios;495;Tangerinas, mandarinas, clementinas, satsumas;2508049.0;toneladas
2006;Producción;1738;Frutas Primaria;495;Tangerinas, mandarinas, clementinas, satsumas;2508049.0;toneladas
2007;Producción;1804;Cítricos, total;495;Tangerinas, mandarinas, clementinas, satsumas;1987432.0;toneladas
2007;Producción;1714;Cultivos Primarios;495;Tangerinas, mandarinas, clementinas, satsumas;1987432.0;toneladas
2007;Producción;1714;Cultivos Primarios;495;Tangerinas, mandarinas, clementinas, satsumas;1987432.0;toneladas
2007;Producción;1738;Frutas Primaria;495;Tangerinas, mandarinas, clementinas, satsumas;1987432.0;toneladas
2008;Producción;1804;Cítricos, total;495;Tangerinas, mandarinas, clementinas, satsumas;2227916.0;toneladas
2008;Producción;1714;Cultivos Primarios;495;Tangerinas, mandarinas, clementinas, satsumas;2227916.0;toneladas
2008;Producción;1714;Cultivos Primarios;495;Tangerinas, mandarinas, clementinas, satsumas;2227916.0;toneladas
2008;Producción;1738;Frutas Primaria;495;Tangerinas, mandarinas, clementinas, satsumas;2227916.0;toneladas
2009;Producción;1804;Cítricos, total;495;Tangerinas, mandarinas, clementinas, satsumas;2000149.0;toneladas
2009;Producción;1714;Cultivos Primarios;495;Tangerinas, mandarinas, clementinas, satsumas;2000149.0;toneladas
2009;Producción;1714;Cultivos Primarios;495;Tangerinas, mandarinas, clementinas, satsumas;2000149.0;toneladas
2009;Producción;1738;Frutas Primaria;495;Tangerinas, mandarinas, clementinas, satsumas;2000149.0;toneladas
2010;Producción;1804;Cítricos, total;495;Tangerinas, mandarinas, clementinas, satsumas;2196890.0;toneladas
2010;Producción;1714;Cultivos Primarios;495;Tangerinas, mandarinas, clementinas, satsumas;2196890.0;toneladas
2010;Producción;1714;Cultivos Primarios;495;Tangerinas, mandarinas, clementinas, satsumas;2196890.0;toneladas
2010;Producción;1738;Frutas Primaria;495;Tangerinas, mandarinas, clementinas, satsumas;2196890.0;toneladas
2011;Producción;1804;Cítricos, total;495;Tangerinas, mandarinas, clementinas, satsumas;2117119.0;toneladas
2011;Producción;1714;Cultivos Primarios;495;Tangerinas, mandarinas, clementinas, satsumas;2117119.0;toneladas
2011;Producción;1714;Cultivos Primarios;495;Tangerinas, mandarinas, clementinas, satsumas;2117119.0;toneladas
2011;Producción;1738;Frutas Primaria;495;Tangerinas, mandarinas, clementinas, satsumas;2117119.0;toneladas
2012;Producción;1804;Cítricos, total;495;Tangerinas, mandarinas, clementinas, satsumas;1871265.0;toneladas
2012;Producción;1714;Cultivos Primarios;495;Tangerinas, mandarinas, clementinas, satsumas;1871265.0;toneladas
2012;Producción;1714;Cultivos Primarios;495;Tangerinas, mandarinas, clementinas, satsumas;1871265.0;toneladas
2012;Producción;1738;Frutas Primaria;495;Tangerinas, mandarinas, clementinas, satsumas;1871265.0;toneladas
2013;Producción;1804;Cítricos, total;495;Tangerinas, mandarinas, clementinas, satsumas;2198900.0;toneladas
2013;Producción;1714;Cultivos Primarios;495;Tangerinas, mandarinas, clementinas, satsumas;2198900.0;toneladas
2013;Producción;1714;Cultivos Primarios;495;Tangerinas, mandarinas, clementinas, satsumas;2198900.0;toneladas
